game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_skaters,away_team_skaters,home_team_goals,away_team_goals,team,event,passer,pass_type,pass_x,pass_y,rec_x,rec_y,shooter,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2142,1,5,5,0,0,Metropolitan Riveters,Shot,Kate Leary,Direct,160,54,167,78,Jayne Lewis,165,74,Wristshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2206,2,5,5,0,0,Minnesota Whitecaps,Shot,Haylea Schmid,Direct,162,18,130,18,Winny Brodt-Brown,133,23,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2217,5,5,5,0,0,Metropolitan Riveters,Shot,Madison Packer,Direct,30,83,80,66,Kelly Babstock,165,58,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2302,3,4,5,0,0,Minnesota Whitecaps,Shot,Meaghan Pezon,Direct,165,5,132,37,Maddie Rowe,142,11,Slapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2347,3,4,5,0,0,Minnesota Whitecaps,Shot,Allie Thunstrom,Direct,83,72,87,40,Stephanie Anderson,140,22,Slapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2349,0,4,5,0,0,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,180,24,173,41,Allie Thunstrom,173,41,Snapshot,Blocked,TRUE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,2361,5,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Indirect,36,24,118,31,Rebecca Morse,174,38,Wristshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2418,2,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,178,7,134,57,Saroya Tinker,145,61,Slapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2440,0,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,161,69,166,57,Stephanie Anderson,166,57,Snapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2481,3,5,5,0,0,Metropolitan Riveters,Shot,Kate Leary,Direct,92,2,100,12,Rebecca Morse,172,21,Wristshot,Blocked,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2489,1,5,5,0,0,Metropolitan Riveters,Shot,Rebecca Morse,Direct,198,26,174,25,Jayne Lewis,174,25,Snapshot,On Net,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2531,0,5,5,0,0,Minnesota Whitecaps,Shot,Haylea Schmid,Direct,196,32,178,40,Nina Rodgers,178,40,Snapshot,Missed,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2575,3,5,5,0,0,Metropolitan Riveters,Shot,Kiira Dosdall,Direct,152,83,148,84,Cailey Hutchison,174,65,Snapshot,Blocked,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2590,4,5,5,0,0,Minnesota Whitecaps,Shot,Sydney Baldwin,Direct,14,14,121,19,Haley Mack,175,17,Wristshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2605,2,5,5,0,0,Metropolitan Riveters,Shot,Rebecca Morse,Indirect,186,78,129,82,Leila Kilduff,134,81,Slapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2617,5,5,4,0,0,Minnesota Whitecaps,Shot,Chelsey Brodt-Rosenthal,Direct,37,72,40,71,Jonna Curtis,161,79,Snapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2635,2,5,4,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,175,4,134,23,Kate Leary,141,27,Slapshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2647,1,5,4,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Direct,161,59,140,40,Kiira Dosdall,140,40,Slapshot,Blocked,TRUE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2666,2,5,4,0,0,Metropolitan Riveters,Shot,Kate Leary,Direct,198,62,134,60,Kiira Dosdall,146,55,Snapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2675,2,5,4,0,0,Metropolitan Riveters,Shot,Madison Packer,Direct,137,15,140,59,Kendall Cornine,146,58,Slapshot,Blocked,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2702,3,5,4,0,0,Metropolitan Riveters,Shot,Brooke Avery,Direct,144,18,179,33,Emily Janiga,179,43,Snapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2722,5,5,4,0,0,Minnesota Whitecaps,Shot,Winny Brodt-Brown,Direct,85,7,121,37,Audra Richards,178,39,Fan,Missed,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2821,1,5,5,0,0,Metropolitan Riveters,Shot,Cailey Hutchison,Indirect,175,83,137,83,Kiira Dosdall,137,83,Slapshot,On Net,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2961,1,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,162,66,174,38,Stephanie Anderson,174,38,Snapshot,On Net,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2968,1,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,169,70,137,47,Meghan Lorence,137,47,Slapshot,Blocked,TRUE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,2988,5,5,5,0,0,Metropolitan Riveters,Shot,Kiira Dosdall,Direct,91,83,106,78,Theresa Knutson,158,53,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3016,1,5,5,0,0,Minnesota Whitecaps,Shot,Allie Thunstrom,Direct,162,67,167,33,Jonna Curtis,176,36,Snapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3075,1,5,5,0,0,Metropolitan Riveters,Shot,Kiira Dosdall,Direct,146,81,139,82,Kate Leary,159,69,Snapshot,Blocked,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3090,1,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,196,47,167,62,Allie Olnowich,167,62,Snapshot,Missed,TRUE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3113,1,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,186,16,154,43,Paige Voight,160,36,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3121,2,5,5,0,0,Metropolitan Riveters,Shot,Theresa Knutson,Direct,162,66,137,31,Saroya Tinker,137,31,Slapshot,Blocked,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3208,5,5,4,0,0,Metropolitan Riveters,Shot,Paige Voight,Direct,20,21,58,3,Rebecca Morse,153,4,Slapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3216,0,5,4,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Direct,152,64,133,47,Kiira Dosdall,133,47,Slapshot,On Net,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3232,1,5,4,0,0,Metropolitan Riveters,Shot,Madison Packer,Direct,136,47,174,63,Kendall Cornine,178,61,Slapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3281,5,5,5,0,0,Metropolitan Riveters,Shot,Leila Kilduff,Indirect,24,72,80,69,Kate Leary,142,55,Wristshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3305,4,5,5,0,0,Minnesota Whitecaps,Shot,Audra Richards,Direct,66,83,102,57,Haley Mack,159,35,Wristshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3311,2,5,5,0,0,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,161,33,162,53,Stephanie Anderson,164,51,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3319,5,5,5,0,0,Metropolitan Riveters,Shot,Theresa Knutson,Indirect,40,84,89,84,Kendall Cornine,157,70,Wristshot,Blocked,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3327,2,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Direct,176,4,131,5,Saroya Tinker,129,14,Slapshot,Blocked,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3476,1,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,168,2,125,1,Sydney Baldwin,133,3,Snapshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3495,1,5,5,0,0,Minnesota Whitecaps,Shot,Sydney Baldwin,Direct,144,10,170,21,Jonna Curtis,170,21,Snapshot,On Net,FALSE,TRUE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3525,1,5,5,0,0,Minnesota Whitecaps,Shot,Meaghan Pezon,Direct,135,3,132,15,Jonna Curtis,143,23,Snapshot,On Net,FALSE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3530,2,5,5,0,0,Minnesota Whitecaps,Shot,Meaghan Pezon,Direct,183,6,148,7,Sydney Baldwin,156,16,Wristshot,Missed,TRUE,FALSE
2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,3,3589,0,3,5,0,0,Minnesota Whitecaps,Goal,Meghan Lorence,Direct,157,63,186,52,Haley Mack,184,50,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,17,0,5,5,0,0,Connecticut Whale,Shot,Hanna Beattie,Direct,173,4,178,29,Emma Vlasic,178,29,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,1,187,7,5,5,0,0,Connecticut Whale,Shot,Emma Vlasic,Direct,47,20,64,22,Alyssa Wohlfeiler,189,39,Wrap Around,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,282,2,5,5,0,0,Boston Pride,Shot,Tereza Vanisova,Direct,156,51,134,19,Briana Mastel,140,18,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,331,2,5,5,0,0,Boston Pride,Shot,Samantha Davis,Indirect,189,73,128,81,Paige Capistran,132,79,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,402,2,5,5,0,0,Boston Pride,Shot,Lexie Laing,Direct,162,6,167,25,Taylor Wenczkowski,143,33,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,450,2,5,5,0,0,Connecticut Whale,Shot,Janine Weber,Direct,151,36,133,71,Maggie LaGue,138,74,Snapshot,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,530,1,5,5,0,0,Boston Pride,Shot,Meghara McManus,Direct,194,24,175,15,Lauren Kelly,175,15,Snapshot,Missed,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,1,558,1,5,5,0,0,Boston Pride,Shot,Kaleigh Fratkin,Direct,132,76,135,19,Mallory Souliotis,137,19,Fan,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,636,4,5,5,0,0,Connecticut Whale,Shot,Kayla Friesen,Indirect,53,5,111,8,Maddie Bishop,142,16,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,652,3,5,5,0,0,Boston Pride,Shot,Tereza Vanisova,Direct,107,31,122,7,Meaghan Rickard,148,11,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,659,3,5,5,0,0,Boston Pride,Shot,McKenna Brand,Indirect,165,3,128,2,Briana Mastel,138,4,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,687,4,5,5,0,0,Connecticut Whale,Shot,Emma Vlasic,Direct,83,39,91,30,Katelynn Russ,158,12,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,695,2,5,5,0,0,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,137,27,140,81,Shannon Doyle,149,77,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,740,3,5,5,0,0,Boston Pride,Shot,Taylor Wenczkowski,Direct,112,6,120,25,Tereza Vanisova,169,21,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,748,1,5,5,0,0,Connecticut Whale,Shot,Mackenzie Lancaster,Direct,136,37,129,43,Kayla Friesen,140,40,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,893,1,4,5,0,0,Boston Pride,Shot,Samantha Davis,Direct,133,33,133,4,Kaleigh Fratkin,141,6,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,962,1,5,5,0,0,Connecticut Whale,Shot,Katelynn Russ,Direct,160,74,158,65,Alyssa Wohlfeiler,158,65,Slapshot,Missed,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,1,1055,5,5,5,0,0,Boston Pride,Shot,Kaleigh Fratkin,Direct,61,15,91,26,Mary Parker,173,9,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,1092,1,4,5,0,0,Boston Pride,Shot,Tereza Vanisova,Direct,135,6,131,54,Lauren Kelly,137,46,Slapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,1113,2,4,5,0,0,Boston Pride,Shot,Kaleigh Fratkin,Direct,131,79,135,31,Mallory Souliotis,147,26,Slapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,1135,1,4,5,0,0,Boston Pride,Goal,Christina Putigna,Direct,158,80,162,46,McKenna Brand,162,46,Deflection,On Net,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,1,1150,3,5,5,0,1,Boston Pride,Shot,Carlee Turner,Direct,114,10,111,44,Meghara McManus,151,59,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,1,1193,1,5,5,0,1,Boston Pride,Shot,Taylor Turnquist,Direct,182,74,184,47,Tereza Vanisova,184,47,Deflection,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,1245,1,5,5,0,1,Boston Pride,Shot,Christina Putigna,Indirect,181,82,130,82,Kaleigh Fratkin,130,82,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1282,1,5,5,0,1,Connecticut Whale,Shot,Mackenzie Lancaster,Indirect,193,14,143,4,Tori Howran,143,4,Slapshot,Blocked,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,1361,1,5,5,0,1,Boston Pride,Shot,Tori Sullivan,Direct,155,37,168,54,Meaghan Rickard,180,51,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1414,0,4,5,0,1,Boston Pride,Shot,Lauren Kelly,Direct,193,73,185,52,McKenna Brand,185,52,Deflection,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1423,3,4,5,0,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,138,2,181,3,Lexie Laing,172,21,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1437,1,4,5,0,1,Boston Pride,Shot,Christina Putigna,Direct,187,53,184,39,Lexie Laing,184,39,Fan,On Net,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,1516,2,5,5,0,1,Connecticut Whale,Shot,Kayla Friesen,Indirect,189,72,164,80,Katelynn Russ,164,80,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1676,4,5,5,0,1,Boston Pride,Shot,McKenna Brand,Indirect,184,5,200,24,Christina Putigna,186,35,Snapshot,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1734,0,5,4,0,1,Connecticut Whale,Shot,Janine Weber,Direct,151,81,128,79,Kayla Friesen,128,79,Snapshot,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1753,2,5,4,0,1,Connecticut Whale,Shot,Janine Weber,Direct,182,81,131,33,Tori Howran,137,32,Wristshot,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,1765,1,5,4,0,1,Connecticut Whale,Shot,Kayla Friesen,Direct,133,81,133,35,Shannon Doyle,133,35,Slapshot,Blocked,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,1773,1,5,4,0,1,Connecticut Whale,Shot,Shannon Doyle,Direct,126,24,160,71,Kayla Friesen,160,71,Slapshot,Missed,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,1981,3,5,5,0,1,Connecticut Whale,Shot,Grace Klienbach,Direct,44,80,83,50,Alyssa Wohlfeiler,155,38,Wristshot,Blocked,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2015,2,5,5,0,1,Boston Pride,Shot,Mary Parker,Direct,156,79,175,42,Tereza Vanisova,183,48,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2112,0,5,4,0,1,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,196,39,183,29,Maggie LaGue,183,29,Snapshot,Blocked,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,2,2142,3,5,4,0,1,Connecticut Whale,Shot,Amanda Conway,Direct,126,6,161,21,Alyssa Wohlfeiler,174,38,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2164,5,5,4,0,1,Boston Pride,Shot,Carlee Turner,Direct,81,33,85,12,Meghara McManus,171,28,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2194,1,5,5,0,1,Boston Pride,Shot,Tereza Vanisova,Direct,177,73,139,82,Lauren Kelly,146,80,Slapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2200,2,5,5,0,1,Boston Pride,Shot,Taylor Wenczkowski,Direct,151,60,129,82,Taylor Turnquist,129,82,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2236,2,5,5,0,1,Boston Pride,Shot,Tereza Vanisova,Direct,180,83,138,75,Taylor Turnquist,139,54,Wristshot,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2275,3,5,5,0,1,Boston Pride,Shot,Carlee Turner,Direct,197,51,182,75,McKenna Brand,135,69,Wristshot,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2305,1,5,5,0,1,Connecticut Whale,Shot,Mackenzie Lancaster,Direct,128,49,140,61,Janine Weber,151,56,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,2,2316,2,5,5,0,1,Connecticut Whale,Shot,Mackenzie Lancaster,Indirect,198,38,198,29,Janine Weber,188,46,Wrap Around,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2466,1,4,5,0,1,Boston Pride,Shot,Samantha Davis,Direct,180,80,132,60,Lauren Kelly,133,57,Wristshot,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2477,5,4,5,0,1,Boston Pride,Shot,Lauren Kelly,Direct,99,12,110,37,Samantha Davis,172,58,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2497,1,4,5,0,1,Boston Pride,Shot,Christina Putigna,Direct,164,54,187,59,McKenna Brand,187,59,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2512,2,4,5,0,1,Boston Pride,Shot,McKenna Brand,Direct,136,40,166,68,Christina Putigna,166,54,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2522,1,4,5,0,1,Boston Pride,Shot,Samantha Davis,Direct,146,61,131,37,Kaleigh Fratkin,131,37,Slapshot,Blocked,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2552,2,4,5,0,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,183,75,190,75,Samantha Davis,166,65,Snapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2566,1,4,5,0,1,Boston Pride,Shot,Samantha Davis,Direct,158,78,133,62,Kaleigh Fratkin,133,62,Slapshot,On Net,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2618,1,5,5,0,1,Connecticut Whale,Shot,Tori Howran,Direct,167,16,170,38,Janine Weber,170,37,Snapshot,Missed,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2625,2,5,5,0,1,Connecticut Whale,Goal,Alyssa Wohlfeiler,Direct,170,12,133,3,Tori Howran,129,16,Slapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2672,1,5,5,1,1,Boston Pride,Shot,Tereza Vanisova,Direct,150,12,130,15,Mallory Souliotis,131,19,Wristshot,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2757,0,5,5,1,1,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,194,73,173,73,Katelynn Russ,173,73,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2764,1,5,5,1,1,Connecticut Whale,Goal,Emma Vlasic,Indirect,197,55,184,46,Katelynn Russ,184,46,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2774,3,5,5,2,1,Boston Pride,Shot,Mallory Souliotis,Indirect,99,4,131,10,McKenna Brand,176,10,Snapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2804,1,5,5,2,1,Boston Pride,Shot,Tereza Vanisova,Direct,128,75,134,14,Mallory Souliotis,134,14,Slapshot,Blocked,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,2825,3,5,5,2,1,Connecticut Whale,Shot,Taylor Marchin,Direct,64,70,110,79,Kaycie Anderson,133,64,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2838,6,5,5,2,1,Connecticut Whale,Shot,Kaycie Anderson,Indirect,192,70,136,78,Maggie LaGue,182,55,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2858,16,5,5,2,1,Connecticut Whale,Shot,Maggie LaGue,Indirect,136,82,195,68,Kayla Friesen,150,5,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2876,5,5,5,2,1,Connecticut Whale,Shot,Janine Weber,Indirect,181,6,176,5,Mackenzie Lancaster,165,19,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2888,0,5,5,2,1,Connecticut Whale,Shot,Hanna Beattie,Direct,152,16,178,40,Janine Weber,178,40,Deflection,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2891,0,5,5,2,1,Connecticut Whale,Shot,Janine Weber,Direct,197,47,180,54,Mackenzie Lancaster,182,53,Snapshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2923,1,5,5,2,1,Connecticut Whale,Goal,Emma Vlasic,Direct,176,4,156,20,Alyssa Wohlfeiler,163,37,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,2952,0,5,5,3,1,Boston Pride,Shot,Lauren Kelly,Direct,129,7,176,8,McKenna Brand,186,57,Wristshot,On Net,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3042,2,5,4,3,1,Connecticut Whale,Shot,Tori Howran,Direct,131,52,141,67,Kayla Friesen,168,66,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3047,1,5,4,3,1,Connecticut Whale,Shot,Kayla Friesen,Direct,197,32,159,39,Katelynn Russ,163,36,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3100,2,5,4,3,1,Connecticut Whale,Shot,Mackenzie Lancaster,Direct,163,6,143,56,Kayla Friesen,163,47,Wristshot,Missed,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3106,1,5,4,3,1,Connecticut Whale,Shot,Janine Weber,Direct,151,74,131,50,Tori Howran,134,49,Slapshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3120,1,5,4,3,1,Connecticut Whale,Shot,Tori Howran,Direct,152,35,181,25,Katelynn Russ,181,25,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,3155,1,5,4,3,1,Connecticut Whale,Goal,Alyssa Wohlfeiler,Direct,191,31,176,40,Emma Vlasic,177,40,Snapshot,On Net,FALSE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,3184,6,5,5,4,1,Connecticut Whale,Shot,Grace Klienbach,Direct,28,83,76,43,Kaycie Anderson,160,63,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3202,5,5,5,4,1,Boston Pride,Shot,Samantha Davis,Direct,72,4,85,23,Tereza Vanisova,179,21,Wristshot,Blocked,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3340,3,4,5,4,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,128,44,139,78,McKenna Brand,150,48,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3352,3,4,5,4,1,Boston Pride,Shot,Christina Putigna,Direct,184,70,127,72,Kaleigh Fratkin,130,58,Slapshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3400,6,4,5,4,1,Boston Pride,Shot,Samantha Davis,Direct,134,55,170,9,Taylor Turnquist,148,47,Wristshot,Blocked,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3413,1,5,5,4,1,Boston Pride,Shot,Lauren Kelly,Direct,133,46,158,22,Taylor Turnquist,158,22,Slapshot,Missed,TRUE,TRUE
2021-01-27,Connecticut Whale,Boston Pride,3,3431,3,4,5,4,1,Boston Pride,Shot,Taylor Turnquist,Direct,136,43,131,0,Tori Sullivan,160,24,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3481,2,4,5,4,1,Boston Pride,Shot,Taylor Turnquist,Direct,138,53,143,13,Tori Sullivan,157,25,Wristshot,On Net,TRUE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3518,1,4,5,4,1,Boston Pride,Shot,McKenna Brand,Direct,172,66,189,64,Christina Putigna,188,59,Wristshot,Missed,FALSE,FALSE
2021-01-27,Connecticut Whale,Boston Pride,3,3528,2,4,5,4,1,Boston Pride,Shot,Carlee Turner,Direct,127,16,146,66,Lauren Kelly,159,63,Wristshot,Blocked,TRUE,FALSE
